1 0 1 -1 2 80 0 1 0 .6
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 1 0  1 1 22 0 1 0 .8 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 1 10 1 1 0 .6
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 0 12 1 1 0 .4 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 0 1 -1 1 42 0 1 0 .4 
1 1 0 -1 1 10 1 1 0 .6 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
1 0 1 -1 2 82 0 0 1 .4 
1 0 1 -1 1 44 0 1 0 .6 
1 0 1 -1 2 20 0 0 1 1 
1 0 1 -1 2 45 0 0 1 .4 
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
1 1 0 -1 2 16 0 1 0 .8 
1 0 1 -1 2 80 0 1 0 .6
